fullName,season,balls_bowled,conceded,wickets,MatchPlayed,4W_haul,5W_haul,dots,foursConceded,sixesConceded,wides,noballs,maidens,total_overs_bowled,economy,Bowling_strike_rate,average,Bowling_Quality,Bowling_Frequency,Bowling_Player_Impact,4W_factor,5W_factor,Bowling_Impact_Score
Washington Sundar,2019,54.0,74,4,3,0,0,21,4,5,0,0,0,9.0,8.22,13.5,18.5,0.9,18.0,16.2,0.0,0.0,16.2
Washington Sundar,2020,300.0,298,8,15,0,0,114,16,8,1,1,1,50.0,5.96,37.5,37.25,0.45,20.0,9.0,0.0,0.0,9.0
Washington Sundar,2021,96.0,118,3,6,0,0,32,9,4,2,0,0,16.0,7.38,32.0,39.33,0.42,16.0,6.72,0.0,0.0,6.72
Washington Sundar,2022,168.0,239,6,8,0,0,47,14,13,1,1,0,28.0,8.54,28.0,39.83,0.42,21.0,8.82,0.0,0.0,8.82
Wayne Parnell,2011,176.0,213,9,8,0,0,80,24,2,8,0,0,29.2,7.29,19.56,23.67,0.7,22.0,15.4,0.0,0.0,15.4
Wayne Parnell,2012,126.0,128,5,6,0,0,53,11,1,1,3,1,21.0,6.1,25.2,25.6,0.65,21.0,13.65,0.0,0.0,13.65
Wayne Parnell,2013,89.0,137,6,4,0,0,34,16,3,7,1,0,14.5,9.45,14.83,22.83,0.71,22.25,15.8,0.0,0.0,15.8
Wayne Parnell,2014,181.0,223,6,8,0,0,89,29,5,8,1,0,30.1,7.41,30.17,37.17,0.45,22.62,10.18,0.0,0.0,10.18
Wilkin Mota,2008,18.0,36,1,2,0,0,3,2,2,2,0,0,3.0,12.0,18.0,36.0,0.46,9.0,4.14,0.0,0.0,4.14
Wilkin Mota,2009,54.0,61,3,5,0,0,22,2,3,0,1,0,9.0,6.78,18.0,20.33,0.82,10.8,8.86,0.0,0.0,8.86
Yash Dayal,2022,192.0,296,11,9,0,0,76,31,12,10,3,0,32.0,9.25,17.45,26.91,0.62,21.33,13.22,0.0,0.0,13.22
Yashasvi Jaiswal,2022,1.0,6,0,1,0,0,0,0,1,0,0,0,0.1,60.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Yo Mahesh,2008,253.0,370,16,11,1,0,100,38,14,6,7,0,42.1,8.79,15.81,23.12,0.72,23.0,16.56,0.09,0.0,17.31
Yo Mahesh,2009,12.0,25,1,1,0,0,3,0,3,1,0,0,2.0,12.5,12.0,25.0,0.67,12.0,8.04,0.0,0.0,8.04
Yo Mahesh,2010,18.0,23,1,1,0,0,5,2,0,1,0,0,3.0,7.67,18.0,23.0,0.72,18.0,12.96,0.0,0.0,12.96
Yo Mahesh,2012,56.0,81,3,4,0,0,19,7,3,5,0,0,9.2,8.8,18.67,27.0,0.61,14.0,8.54,0.0,0.0,8.54
Yogesh Nagar,2009,12.0,20,2,1,0,0,3,0,2,0,1,0,2.0,10.0,6.0,10.0,1.67,12.0,20.04,0.0,0.0,20.04
Yogesh Nagar,2010,18.0,28,1,1,0,0,7,4,1,0,0,0,3.0,9.33,18.0,28.0,0.6,18.0,10.8,0.0,0.0,10.8
Yogesh Nagar,2011,30.0,67,1,5,0,0,5,6,3,1,3,0,5.0,13.4,30.0,67.0,0.25,6.0,1.5,0.0,0.0,1.5
Yogesh Nagar,2012,6.0,10,0,1,0,0,1,1,0,1,0,0,1.0,10.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
Yusuf Abdulla,2009,168.0,241,14,9,2,0,78,25,10,11,1,1,28.0,8.61,12.0,17.21,0.97,18.67,18.11,0.22,0.0,20.1
Yusuf Abdulla,2010,41.0,66,1,2,0,0,14,7,3,1,0,0,6.5,10.15,41.0,66.0,0.24,20.5,4.92,0.0,0.0,4.92
Yusuf Pathan,2008,169.0,230,8,13,0,0,62,11,16,1,0,0,28.1,8.19,21.12,28.75,0.58,13.0,7.54,0.0,0.0,7.54
Yusuf Pathan,2009,210.0,243,7,11,0,0,87,18,7,11,0,0,35.0,6.94,30.0,34.71,0.48,19.09,9.16,0.0,0.0,9.16
Yusuf Pathan,2010,204.0,246,5,11,0,0,68,21,6,10,0,0,34.0,7.24,40.8,49.2,0.34,18.55,6.31,0.0,0.0,6.31
Yusuf Pathan,2011,234.0,238,13,14,0,0,99,22,4,7,0,1,39.0,6.1,18.0,18.31,0.91,16.71,15.21,0.0,0.0,15.21
Yusuf Pathan,2012,132.0,182,3,12,0,0,48,13,9,5,0,0,22.0,8.27,44.0,60.67,0.27,11.0,2.97,0.0,0.0,2.97
Yusuf Pathan,2013,54.0,73,1,5,0,0,15,2,4,1,0,0,9.0,8.11,54.0,73.0,0.23,10.8,2.48,0.0,0.0,2.48
Yusuf Pathan,2014,6.0,10,0,1,0,0,1,1,0,0,0,0,1.0,10.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
Yusuf Pathan,2015,60.0,97,2,5,0,0,14,5,7,0,0,0,10.0,9.7,30.0,48.5,0.34,12.0,4.08,0.0,0.0,4.08
Yusuf Pathan,2016,36.0,33,1,4,0,0,14,1,1,2,0,0,6.0,5.5,36.0,33.0,0.51,9.0,4.59,0.0,0.0,4.59
Yusuf Pathan,2017,24.0,41,1,4,0,0,8,3,3,0,0,0,4.0,10.25,24.0,41.0,0.41,6.0,2.46,0.0,0.0,2.46
Yusuf Pathan,2018,12.0,14,1,1,0,0,2,1,0,0,0,0,2.0,7.0,12.0,14.0,1.19,12.0,14.28,0.0,0.0,14.28
Yusuf Pathan,2019,6.0,8,0,1,0,0,1,1,0,0,0,0,1.0,8.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
Yuvraj Singh,2008,54.0,83,3,6,0,0,14,5,4,2,0,0,9.0,9.22,18.0,27.67,0.6,9.0,5.4,0.0,0.0,5.4
Yuvraj Singh,2009,120.0,142,6,9,0,0,48,9,4,1,0,0,20.0,7.1,20.0,23.67,0.7,13.33,9.33,0.0,0.0,9.33
Yuvraj Singh,2010,138.0,152,5,10,0,0,48,8,6,1,0,0,23.0,6.61,27.6,30.4,0.55,13.8,7.59,0.0,0.0,7.59
Yuvraj Singh,2011,174.0,192,9,13,1,0,62,9,7,0,1,0,29.0,6.62,19.33,21.33,0.78,13.38,10.44,0.08,0.0,10.86
Yuvraj Singh,2013,132.0,152,6,10,0,0,39,11,2,1,0,0,22.0,6.91,22.0,25.33,0.66,13.2,8.71,0.0,0.0,8.71
Yuvraj Singh,2014,136.0,187,5,10,1,0,34,9,9,4,0,0,22.4,8.35,27.2,37.4,0.44,13.6,5.98,0.1,0.0,6.28
Yuvraj Singh,2015,54.0,72,1,6,0,0,14,2,4,1,0,0,9.0,8.0,54.0,72.0,0.23,9.0,2.07,0.0,0.0,2.07
Yuvraj Singh,2016,37.0,52,0,5,0,0,7,2,2,1,0,0,6.1,8.52,0.0,0.0,0.0,7.4,0.0,0.0,0.0,0.0
Yuvraj Singh,2017,12.0,22,1,2,0,0,3,1,2,0,0,0,2.0,11.0,12.0,22.0,0.76,6.0,4.56,0.0,0.0,4.56
Yuvraj Singh,2018,12.0,23,0,2,0,0,0,3,0,1,0,0,2.0,11.5,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
Yuzvendra Chahal,2013,24.0,34,0,1,0,0,9,3,1,0,0,0,4.0,8.5,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0
Yuzvendra Chahal,2014,330.0,386,12,14,0,0,118,16,19,3,0,1,55.0,7.02,27.5,32.17,0.52,23.57,12.26,0.0,0.0,12.26
Yuzvendra Chahal,2015,281.0,415,23,14,0,0,91,21,28,2,0,0,46.5,8.92,12.22,18.04,0.92,20.07,18.46,0.0,0.0,18.46
Yuzvendra Chahal,2016,295.0,401,21,13,1,0,105,33,15,12,1,0,49.1,8.17,14.05,19.1,0.87,22.69,19.74,0.08,0.0,20.53
Yuzvendra Chahal,2017,261.0,333,14,13,0,0,99,16,18,8,2,0,43.3,7.69,18.64,23.79,0.7,20.08,14.06,0.0,0.0,14.06
Yuzvendra Chahal,2018,300.0,363,12,14,0,0,128,25,16,10,3,1,50.0,7.26,25.0,30.25,0.55,21.43,11.79,0.0,0.0,11.79
Yuzvendra Chahal,2019,296.0,386,18,14,1,0,117,21,22,12,0,1,49.2,7.85,16.44,21.44,0.77,21.14,16.28,0.07,0.0,16.85
Yuzvendra Chahal,2020,343.0,405,21,15,0,0,118,23,16,3,2,0,57.1,7.09,16.33,19.29,0.86,22.87,19.67,0.0,0.0,19.67
Yuzvendra Chahal,2021,318.0,374,18,15,0,0,127,26,17,5,0,1,53.0,7.06,17.67,20.78,0.8,21.2,16.96,0.0,0.0,16.96
Yuzvendra Chahal,2022,408.0,527,27,17,1,1,137,25,27,21,0,0,68.0,7.75,15.11,19.52,0.85,24.0,20.4,0.06,0.06,22.24
Zaheer Khan,2008,252.0,357,13,11,0,0,109,50,7,6,0,0,42.0,8.5,19.38,27.46,0.61,22.91,13.98,0.0,0.0,13.98
Zaheer Khan,2009,126.0,142,6,6,0,0,51,12,3,5,1,0,21.0,6.76,21.0,23.67,0.7,21.0,14.7,0.0,0.0,14.7
Zaheer Khan,2010,290.0,376,15,14,0,0,116,45,8,4,1,1,48.2,7.8,19.33,25.07,0.66,20.71,13.67,0.0,0.0,13.67
Zaheer Khan,2011,354.0,455,14,15,0,0,151,48,11,19,0,1,59.0,7.71,25.29,32.5,0.51,23.6,12.04,0.0,0.0,12.04
Zaheer Khan,2012,360.0,453,17,15,0,0,155,49,12,10,0,1,60.0,7.55,21.18,26.65,0.63,24.0,15.12,0.0,0.0,15.12
Zaheer Khan,2013,36.0,47,5,2,1,0,18,5,2,2,0,0,6.0,7.83,7.2,9.4,1.77,18.0,31.86,0.5,0.0,39.83
Zaheer Khan,2014,134.0,146,5,6,0,0,62,14,4,4,0,0,22.2,6.58,26.8,29.2,0.57,22.33,12.73,0.0,0.0,12.73
Zaheer Khan,2015,145.0,156,7,7,0,0,76,19,2,10,0,1,24.1,6.47,20.71,22.29,0.75,20.71,15.53,0.0,0.0,15.53
Zaheer Khan,2016,262.0,337,10,12,0,0,112,39,7,9,0,1,43.4,7.76,26.2,33.7,0.49,21.83,10.7,0.0,0.0,10.7
Zaheer Khan,2017,241.0,313,10,11,0,0,79,31,8,5,0,0,40.1,7.81,24.1,31.3,0.53,21.91,11.61,0.0,0.0,11.61
